ISBN,Title,Other Titles,Author,All Names,Country of Publication,Place of Publication,Publisher,Publication Year
9780316446822,ACCA 13 Territory Inspection Department. 5,ACCA 13 Terr Insp Dept. 5 ; ACCA Thirteen Territory Inspection Department. 5 ; Akka jūsanku kansatsuka. 5. English,"Ono, Natsume","Ono, Natsume, 1977-, artist ; author [person] ; Blakeslee, Lys, 1985- [person] ; Allen, Jocelyne, 1974-, translator [person]",United States of America,New York,,2018
9780316415965,ACCA 13. Volume 2,Akka jūsanku kansatsuka. English,"Ono, Natsume","Allen, Jocelyne, 1974-, translator [person] ; Ono, Natsume, 1977-, author [person]",United States of America,New York,,2018
9780316446679,ACCA Thirteen Territory Inspection Department,ACCA 13 Terr Insp Dept ; ACCA 13 Territory Inspection Department ; Akka jūsanku kansatsuka. English,"Ono, Natsume","Ono, Natsume, 1977-, artist ; author [person] ; Blakeslee, Lys, 1985- [person] ; Allen, Jocelyne, 1974-, translator [person]",United States of America,New York,,2018
9780316446785,ACCA Thirteen Territory Inspection Department. 4,ACCA 13 Terr Insp Dept. 4 ; ACCA 13 Territory Inspection Department. 4 ; Akka jūsanku kansatsuka. English,"Ono, Natsume","Ono, Natsume, 1977-, artist ; author [person] ; Blakeslee, Lys, 1985- [person] ; Allen, Jocelyne, 1974-, translator [person]",United States of America,New York,,2018
9780316446822,ACCA Thirteen Territory Inspection Department. 5,ACCA 13 Terr Insp Dept. 5 ; ACCA 13 Territory Inspection Department. 5 ; Akka jūsanku kansatsuka. 5. English,"Ono, Natsume","Ono, Natsume, 1977-, artist ; author [person] ; Blakeslee, Lys, 1985- [person] ; Allen, Jocelyne, 1974-, translator [person]",United States of America,New York,,2018
9781632158680,"AD, after death",A. D : after death ; After death,"Snyder, Scott","Snyder, Scott, author [person] ; Lemire, Jeff, illustrator [person] ; Wands, Steve [person]",United States of America,"Portland, Oregon",Image Comics,2017
9781603090254 ; 9781603090476,ALEC : the years have pants (a life sized omnibus),,"Campbell, Eddie","Campbell, Eddie, 1955- [person]",England ; United States of America,"London ; Marietta, Georgia",Diamond ; Top Shelf Productions,2009
9788494191527,ALT comic book : approaching architecture,,"Tendero Martín, Ángel Luís","Tendero Martín, Ángel Luís, artist [person]",Spain,Barcelona,By-Architect Publications,2014
9781933164960,AOI House in love,,"Arnold, Adam","Arnold, Adam [person] ; Shiei [person]",England ; United States of America,"Godalming ; Los Angeles, California",Melia ; Seven Seas,2008
9781595822550,"Aa, megamisama. Selections. English",Oh my goddess! : colors,"Fujishima, Kōsuke","Horn, Carl Gustav [person] ; Fujishima, Kōsuke [person]",United States of America,"Milwaukie, Oregon",Dark Horse Comics,2009
9780713663075,"Aargh, it's an alien!",,"Wallace, Karen","Wallace, Karen [person] ; Reid, Michael, 1958- [person]",England,London,A. & C. Black,2003
9780857682444 ; 9781401211868 ; 9781401211875,Aaron and Ahmed : a love story,,"Cantor, Jay","Cantor, Jay [person] ; Romberger, James [person]",United States of America,New York,Virtigo,2011
9780857682451,Aaron and Ahmed,,"Cantor, Jay","Cantor, Jay [person] ; Robinson, James, 1972- [person]",England,London,Titan,2012
9781911318729,Aarthalans adventures. 1. The first quest,First quest,Nax,"Nax, author [person] ; Pérez Massegú, Marcel [person] ; Valle, Olaya, artist [person]",England,Bristol,Lands Comics,2016
9781911318736,Aarthalans adventures. 2. The mysterious thief,Mysterious thief,Nax,"Nax, author [person] ; Valle, Olaya, artist [person] ; Fernandez, Angye [person]",England,Bristol,Lands Comics,2016
9781849182669,Abberations. English,Illusions,Léo,"Rodolphe, 1948-, author [person] ; Léo, 1944-, artist ; author [person]",England,Canterbury,Cinebook,2015
9780761362005,Abbey Grange,Sherlock Holmes and the adventure at the Abbey Grange,"Shaw, Murray","Doyle, Arthur Conan, 1859-1930 [person] ; Cosson, M. J. [person] ; Shaw, Murray [person] ; Rohrbach, Sophie [person]",United States of America,Minneapolis,Graphic Universe,2011
9781684152452,Abbott,,"Ahmed, Saladin","Wordie, Jason, colorist [person] ; Kivelä, Sami, artist [person] ; Ahmed, Saladin, author [person]",United States of America,Los Angeles,BOOM! Studios,2018
9781840230048,Abduction,,"McFarlane, Todd","McFarlane, Todd [person] ; Capullo, Greg [person]",England,London,Image Comics ; Titan,1998
9781595829252,Abe Sapien. The Devil does not jest and other stories,Devil does not jest and other stories,"Mignola, Michael","Reynolds, Patric [person] ; Mignola, Michael [person] ; Snejbjerg, Peter [person] ; Harren, James, 1986- [person] ; Arcudi, John [person]",United States of America,"Milwaukie, Oregon",Dark Horse,2012
9781849182287,Aberrations,,Léo,"Rodolphe, 1948-, author [person] ; Léo, 1944-, artist ; author [person]",England,Canterbury,Cinebook,2015
9789380741895,Abhimanyu and the conquest of the Chakravyuha,The Kaurava Empire. Vol. 1. Abhimanyu and the conquest of the Chakravyuha,"Quinn, Jason","Quinn, Jason, author [person] ; Nagar, Sachin, artist [person]",India,New Delhi,Campfire,2014
9781401234065 ; 9781781160688,Abin Sur: the Green Lantern,Flashpoint : the world of Flashpoint featuring Green Lantern ; Frankenstein and the creatures of the unknown ; Green Arrow Industries ; Hal Jordan ; The world of Flashpoint featuring Green Lantern,,"Schlagman, Adam [person] ; Massafera, Felipe [person]",United States of America,New York,DC Comics,2012
9781407102979,Abominable snowman of Pasadena,Creepy creatures : 3 ghoulish tales ; Scarecrow walks at midnight ; Werewolf of Fever Swamp,"Stine, R. L.","Stine, R. L. [person]",England,London,Scholastic,2007
9780439841245 ; 9780439841252,Abominable snowman of Pasadena,Creepy creatures ; Scarecrow walks at midnight ; Werewolf of Fever Swamp,,"Ruth, Greg [person] ; Stine, R. L. [person] ; Hernandez, Gabriel (Hernandez Walta) [person] ; Morse, Scott [person]",England ; United States of America,London ; New York,Graphix,2006
9780785162551,Abominable,,,,England ; United States of America,London ; New York,Marvel ; Turnaround,2012
9781582406619,Abomination & other tales,The wicked west. II. Abomination & other tales ; The wicked west. Vol. 2,"Livingston, Todd","Livingston, Todd, author [person] ; Vokes, Neil D., artist ; author [person] ; Tinnell, Robert, author ; editor [person]",United States of America,"Berkeley, California",Image Comics,2006
9781302916671,Abomination,,"Ewing, Al","Ewing, Al, author [person] ; Bennett, Joe, 1968-, artist [person]",United States of America,New York,Marvel Worldwide,2019
9781626720657,Above the dreamless dead,,,"Duffy, Chris, editor ; writer [person]",United States of America,New York,First Second,2014
9780713659085,Abracadabra,,"Gutteridge, Alex","Su, Lucy [person] ; Gutteridge, Alex [person]",England,London,A. & C. Black,2001
9780713659139,Abracadabra,,"Gutteridge, Alex","Gutteridge, Alex [person] ; Su, Lucy, 1948- [person]",England,London,A. & C. Black,2001
9781598891621,Abracadabra,,"Gutteridge, Alex","Gutteridge, Alex [person]",United States of America,"Mankato, Minnesota ; Northam",Roundhouse ; Stone Arch,2008
9789380741024,Abraham Lincoln : from the log cabin to the White House,,"Helfand, Lewis","Helfand, Lewis, author [person] ; Manikandan, R., artist [person]",India,New Delhi,Campfire,2012
9781631402654,Abraxis wren of Eberron,,"Crilley, Paul","Baker, Keith, 1969-, author [person] ; Díaz, Paco, artist [person] ; Schiti, Valerio, artist [person] ; Rojo, Atilio, artist [person] ; Crilley, Paul, 1975-, author [person] ; Lie, Chris, artist [person]",United States of America,"San Diego, California",,2015
9781781080429,Absalom. Ghosts of London,Ghosts of London,"Rennie, Gordon","Trevallion, Tiernen [person] ; Rennie, Gordon [person]",England,Oxford,Rebellion,2012
9781595823700,Absent bodies,Cleaners. Volume 1. Absent bodies ; The cleaners. Absent bodies,"Wheaton, Mark","Ekedal, Rahsan [person] ; Fialkov, Joshua Hale, 1979- [person] ; Wheaton, Mark, 1975- [person]",United States of America,"Milwaukie, Oregon",Dark Horse,2010
9781401237370,Absolute Batman & Robin : Batman reborn,Absolute Batman and Robin : Batman reborn ; Batman reborn,"Morrison, Grant","Burnham, Chris, 1977- [person] ; Nguyen, Dustin [person] ; Winn, Ryan, 1976- [person] ; Tan, Philip, 1978- [person] ; Stewart, Cameron, approximately 1976- [person] ; Hanna, Scott [person] ; Irving, Frazer [person] ; Morrison, Grant [person] ; Batt [person] ; Clarke, Andy, artist [person] ; Finch, David, 1972- [person] ; Quitely, Frank, 1968- [person] ; Glapion, Jonathan [person]",United States of America,New York,DC Comics,2012
9781401251222,Absolute Batman : Haunted Knight,,"Loeb, Jeph","Sale, Tim, illustrator [person] ; Loeb, Jeph, author [person]",United States of America,New York,DC Comics,2014
9781401237370,Absolute Batman and Robin : Batman reborn,Absolute Batman & Robin : Batman reborn ; Batman reborn,"Morrison, Grant","Burnham, Chris, 1977- [person] ; Nguyen, Dustin [person] ; Winn, Ryan, 1976- [person] ; Tan, Philip, 1978- [person] ; Stewart, Cameron, approximately 1976- [person] ; Hanna, Scott [person] ; Irving, Frazer [person] ; Morrison, Grant [person] ; Batt [person] ; Clarke, Andy, artist [person] ; Finch, David, 1972- [person] ; Quitely, Frank, 1968- [person] ; Glapion, Jonathan [person]",United States of America,New York,DC Comics,2012
9781401251215,Absolute Batman incorporated,Batman is everywhere,"Morrison, Grant","Burnham, Chris, 1977-, artist [person] ; Morrison, Grant, author [person]",United States of America,New York,DC Comics,2014
9781401259105,Absolute Batman the Court of Owls,Batman the court of owls ; Court of owls,"Snyder, Scott","Fairbairn, Nathan [person] ; Sienty, Dezi [person] ; Snyder, Scott, author [person] ; Capullo, Greg [person] ; McCaig, Dave [person] ; Albuquerque, Rafael, 1981-, artist [person] ; Starkings, Richard [person] ; Betancourt, Jimmy [person] ; Tynion, James, iv, author [person] ; Brosseau, Pat [person] ; Plascencia, Fco [person] ; Glapion, Jonathan [person]",United States of America,"Burbank, California",DC Comics,2015
9781401243791,Absolute Batman year one,,"Miller, Frank","Klein, Todd [person] ; Mazzucchelli, David, artist [person] ; Miller, Frank, 1957-, author [person] ; Lewis, Richmond, artist [person]",United States of America,"Burbank, California",DC Comics,2016
9781401240738,Absolute Blackest Night,Blackest Night,"Johns, Geoff","Johns, Geoff, 1973-, author [person] ; Mahnke, Doug, illustrator [person] ; Leigh, Rob, illustrator [person] ; Reis, Ivan, illustrator [person] ; Sinclair, Alex, illustrator [person] ; Albert, Oclair, illustrator [person] ; Napolitano, Nick, illustrator [person] ; Prado, Joe, illustrator [person] ; Alamy, Christian, illustrator [person]",United States of America,New York,DC Comics,2013
9781302920975,Absolute Carnage vs. Deadpool,,"Tieri, Frank","Tieri, Frank, author [person] ; Ferreira, Marcelo, artist ; illustrator [person]",United States of America,New York,Marvel Worldwide,2020
9781845763459,Absolute Dark Knight,Dark knight returns ; Dark knight strikes again,"Miller, Frank","Varley, Lynn [person] ; Janson, Klaus [person] ; Miller, Frank, 1957- [person]",England,London,Titan,2006
9781401210793,Absolute Dark Knight,Dark knight returns ; Dark knight strikes again,"Miller, Frank","Klein, Todd [person] ; Janson, Klaus [person] ; Varley, Lynn [person] ; Costanza, John [person] ; Miller, Frank, 1957- [person]",United States of America,New York,DC Comics,2006
9781401287634,Absolute Daytripper,,"Bá, Gabriel","Moon, Fábio, artist [person] ; Bá, Gabriel, author [person]",United States of America,New York,Vertigo,2019
9781401255480,Absolute Green Arrow,,"Smith, Kevin","Sinclair, James, creator [person] ; Wagner, Matt, illustrator [person] ; Hester, Phil, 1966-, illustrator [person] ; Konot, Sean [person] ; Smith, Kevin, 1970-, author [person] ; Major, Guy [person] ; Parks, Ande, illustrator [person]",United States of America,New York,DC Comics,2015
9781401257965,Absolute Green Lantern Green Arrow,,"O'Neil, Dennis","Maggin, Elliot S., author [person] ; Adams, Neal, 1941-, artist [person] ; O'Neil, Dennis, 1939-2020, author [person]",United States of America,"Burbank, California",DC Comics,2015
9781401245047,Absolute Joker,Absolute Luthor ; Absolute Luthor/Joker ; Joker ; Lex Luthor,"Azzarello, Brian","Azzarello, Brian, author [person] ; Bermejo, Lee, artist [person] ; Azzarello, Brian [person]",United States of America,New York,DC Comics,2013
9781401245047,Absolute Luthor,Absolute Joker ; Absolute Luthor/Joker ; Joker ; Lex Luthor,"Azzarello, Brian","Azzarello, Brian, author [person] ; Bermejo, Lee, artist [person] ; Azzarello, Brian [person]",United States of America,New York,DC Comics,2013
9781401245047,Absolute Luthor/Joker,Absolute Joker ; Absolute Luthor ; Joker ; Lex Luthor,"Azzarello, Brian","Azzarello, Brian, author [person] ; Bermejo, Lee, artist [person] ; Azzarello, Brian [person]",United States of America,New York,DC Comics,2013
9781401264413,Absolute Preacher. Volume 1,,"Ennis, Garth","Ennis, Garth, author [person] ; Dillon, Steve, artist [person]",United States of America,New York,Vertigo,2016
9781401278489,Absolute Preacher. Volume 3,,"Ennis, Garth","Ennis, Garth, author [person] ; Dillon, Steve, artist [person]",United States of America,New York,Vertigo,2018
9781848563483,Absolute Promethea. Vol. 1,,"Moore, Alan","Gray, Mick [person] ; Williams, J. H., iii [person] ; Moore, Alan, 1953- [person]",England,London,Titan,2009
9781848564336,Absolute Promethea. Vol. 2,,"Moore, Alan","Williams, J. H., iii [person] ; Moore, Alan, 1953- [person]",England,London,Titan,2010
9781848564343,Absolute Promethea. Vol. 3,,"Moore, Alan","Williams, J. H., iii [person] ; Moore, Alan, 1953- [person]",England,London,Titan,2011
9781845769598,Absolute Ronin,,"Miller, Frank","Miller, Frank, 1957- [person]",England,London,Titan,2008
9781401219086,Absolute Ronin,,"Miller, Frank","Varley, Lynn [person] ; Miller, Frank, 1957- [person]",United States of America,New York,DC Comics,2008
9781401289720,Absolute Scarlet,,"Bendis, Brian Michael","Bendis, Brian Michael, author [person] ; Maleev, Alexander, artist [person]",United States of America,"Burbank, California",DC Comics,2019
9781401221980,Absolute Superman for tomorrow,Absolute Superman: for tomorrow ; Superman for tomorrow,"Azzarello, Brian","Lee, Jim, 1964- [person] ; Azzarello, Brian [person] ; Williams, Scott, 1960- [person]",United States of America,New York,DC Comics,2009
9781401240967,Absolute Superman/Batman. Volume 1,,"Loeb, Jeph","McGuinness, Ed, artist [person] ; Turner, Michael, 1971-2008, artist [person] ; Lee, Pat, 1975-, artist [person] ; Loeb, Jeph, author [person]",United States of America,New York,DC Comics,2013
9781401248178,Absolute Superman/Batman. Volume 2,,"Loeb, Jeph","Churchill, Ian, illustrator [person] ; McGuinness, Ed, illustrator [person] ; Pacheco, Carlos, 1961-, illustrator [person] ; Rapmund, Norm, illustrator [person] ; Vines, Dexter, illustrator [person] ; Loeb, Jeph, author [person] ; Merino, Jesús, illustrator [person]",United States of America,New York,DC Comics,2014
9781401221980,Absolute Superman: for tomorrow,Absolute Superman for tomorrow ; Superman for tomorrow,"Azzarello, Brian","Lee, Jim, 1964- [person] ; Azzarello, Brian [person] ; Williams, Scott, 1960- [person]",United States of America,New York,DC Comics,2009
9781779506955,Absolute Swamp Thing by Alan Moore. Volume 1,,"Moore, Alan","Oliff, Steve, artist [person] ; Moore, Alan, 1953-, author [person]",United States of America,"Burbank, California",DC Comics,2020
